order,date,coin,futures,type,sum,fee
1246059339004387356,2024-11-28,USDT,ETHUSDT,contract_margin_settle_fee,-0.5736038136,0.0
1246059305219268653,2024-11-28,USDT,ADAUSDT,contract_margin_settle_fee,-0.09075504399999999,0.0
1245697067107098653,2024-11-27,USDT,BTCUSDT,contract_margin_settle_fee,-0.3856087116,0.0
1245697054004092942,2024-11-27,USDT,ETHUSDT,contract_margin_settle_fee,-0.4485438036,0.0
1245697045154111499,2024-11-27,USDT,SOLUSDT,contract_margin_settle_fee,-0.16437021000000002,0.0
1245696997137719301,2024-11-27,USDT,ADAUSDT,contract_margin_settle_fee,-0.031715659,0.0
1245334660069335049,2024-11-26,USDT,SOLUSDT,contract_margin_settle_fee,-0.16412159199999998,0.0
1245334657330454535,2024-11-26,USDT,ETHUSDT,contract_margin_settle_fee,-0.29315538960000004,0.0
1245334655359131654,2024-11-26,USDT,BTCUSDT,contract_margin_settle_fee,-0.31283843759999996,0.0
1245334580977344567,2024-11-26,USDT,ADAUSDT,contract_margin_settle_fee,-0.034019516,0.0
1244972280172912699,2024-11-25,USDT,BTCUSDT,contract_margin_settle_fee,-0.2625663428,0.0
1244972268504358931,2024-11-25,USDT,ETHUSDT,contract_margin_settle_fee,-0.5365339968,0.0
1244972253396475920,2024-11-25,USDT,ADAUSDT,contract_margin_settle_fee,-0.0480272015,0.0
1244972250984751134,2024-11-25,USDT,SOLUSDT,contract_margin_settle_fee,-0.42176738199999997,0.0
1244609893599158293,2024-11-24,USDT,BTCUSDT,contract_margin_settle_fee,-0.2393205072,0.0
1244609876406706191,2024-11-24,USDT,ETHUSDT,contract_margin_settle_fee,-0.3177506388,0.0
1244609871281266691,2024-11-24,USDT,SOLUSDT,contract_margin_settle_fee,-0.409439966,0.0
1244609792885530681,2024-11-24,USDT,ADAUSDT,contract_margin_settle_fee,-0.079538189,0.0
1244247525044133909,2024-11-23,USDT,BTCUSDT,contract_margin_settle_fee,-0.1428828748,0.0
